Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"SM Bernhard, J Lee, M Zhu, A Hsu, A Erskine, SA Hires…","An automated homecage system for multiwhisker detection and discrimination learning in mice",2020,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232916","https://scholar.google.com/scholar?cites=11849292665011448727&as_sdt=2005&sciodt=2007&hl=en",609,"2024-02-14 17:48:04","HTML","","","",,,,,13,3.25,2,7,4,"… Whisker movement was tracked using a variant of DeepLabCut [16, 17] trained to identify the whisker tip position. Displacement of the whisker was analyzed from the DeepLabCut …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232916","https://scholar.google.com/scholar?q=related:lyumCeYkcaQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"J Loveless, A Garner, AR Issa, RJV Roberts, B Webb…","A physical theory of larval Drosophila behaviour",2020,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.08.25.266163.abstract","https://scholar.google.com/scholar?cites=7702888982734211722&as_sdt=2005&sciodt=2007&hl=en",610,"2024-02-14 17:48:04","","10.1101/2020.08.25.266163.abstract","","",,,,,4,1.00,1,6,4,"… DeepLabCut pipeline [73], at least 20 distinct frames were extracted per studied video using DLC’… Prieto-Godino supervised the analysis of self-righting data via DeepLabCut and aided …","https://www.biorxiv.org/content/biorxiv/early/2020/12/22/2020.08.25.266163.full.pdf","https://scholar.google.com/scholar?q=related:iook2Lco5moJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"R Dvorkin, SD Shea","Precise and pervasive phasic bursting in locus coeruleus during maternal behavior",2021,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2021.03.31.437751.abstract","https://scholar.google.com/scholar?cites=16534652419968018639&as_sdt=2005&sciodt=2007&hl=en",611,"2024-02-14 17:48:04","","10.1101/2021.03.31.437751.abstract","","",,,,,1,0.33,1,2,3,"… software (DeepLabCut) 46 to … DeepLabCut 46 was used to track the position of the mouse throughout each recording session. We achieved the most reliable tracking by training DLC to …","https://www.biorxiv.org/content/10.1101/2021.03.31.437751.full.pdf","https://scholar.google.com/scholar?q=related:zyi_iMXiduUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"P Kassraian, SK Bigler, DM Gilly, N Shrotri…","A neural mechanism for discriminating social threat from social safety",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.07.04.547723.abstract","",612,"2024-02-14 17:48:04","","10.1101/2023.07.04.547723.abstract","","",,,,,0,0.00,0,5,1,"… for the optogenetic experiments and optogenetic fiber implant surgeries, DMG performed the immunohistochemistry for the optogenetic experiment, NS performed the DeepLabCut …","https://www.biorxiv.org/content/10.1101/2023.07.04.547723.full.pdf","https://scholar.google.com/scholar?q=related:fFU2JWX5ZUwJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"A Pierré, T Pham, J Pearl, SR Datta, JT Ritt…","A perspective on neuroscience data standardization with Neurodata Without Borders",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2310.04317","https://scholar.google.com/scholar?cites=10468277599838394746&as_sdt=2005&sciodt=2007&hl=en",613,"2024-02-14 17:48:04","","","","",,,,,1,1.00,0,6,1,"… be preprocessed with toolboxes such as DeepLabCut [3] for … For example, DeepLabCut and Facemap output time series … extension [84] (the DLC developers offer the DLC2NWB utility …","https://arxiv.org/pdf/2310.04317","https://scholar.google.com/scholar?q=related:etmLhAPLRpEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
40,"JP Lopez, MD Lücken, E Brivio, S Karamihalev, A Kos…","Ketamine exerts its sustained antidepressant effects via cell-type-specific regulation of Kcnq2",2022,"Neuron","cell.com","https://www.cell.com/neuron/pdf/S0896-6273(22)00409-3.pdf","https://scholar.google.com/scholar?cites=6605404262030476657&as_sdt=2005&sciodt=2007&hl=en",614,"2024-02-14 17:48:04","PDF","","","",,,,,40,20.00,7,6,2,"A single sub-anesthetic dose of ketamine produces a rapid and sustained antidepressant response, yet the molecular mechanisms responsible for this remain unclear. Here, we …","https://www.cell.com/neuron/pdf/S0896-6273(22)00409-3.pdf","https://scholar.google.com/scholar?q=related:cYUt7C0cq1sJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Eymael","Population activity of the superior colliculus and associated cardiovascular outputs",2023,"","figshare.mq.edu.au","https://figshare.mq.edu.au/articles/thesis/Population_activity_of_the_superior_colliculus_and_associated_cardiovascular_outputs/22585915/1","",615,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"Detecting and reacting to biologically significant stimuli is essential for the survival of all organisms. Orienting is the reflexive shift of the eyes and head towards salient events which …","https://figshare.mq.edu.au/articles/thesis/Population_activity_of_the_superior_colliculus_and_associated_cardiovascular_outputs/22585915/1/files/40096093.pdf","https://scholar.google.com/scholar?q=related:JQvSh3XoXTsJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"P Mocellin, O Barnstedt, K Luxem, H Kaneko, S Vieweg…","A septal-ventral tegmental area circuit drives exploratory behavior",2024,"Neuron","cell.com","https://www.cell.com/neuron/pdf/S0896-6273(23)00975-3.pdf","",616,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,6,1,"… We automatically segmented nose and whisker pad regions using markerless pose estimation (DeepLabCut26) and quantified the average movement magnitude for these facial …","https://www.cell.com/neuron/pdf/S0896-6273(23)00975-3.pdf","https://scholar.google.com/scholar?q=related:b4Xb0ra1hQ0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"S Chinta, SR Pluta","Two complimentary codes in the superior colliculus differentiate external from self-generated tactile cues",2022,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2022.05.30.494073.abstract","",617,"2024-02-14 17:48:04","","10.1101/2022.05.30.494073.abstract","","",,,,,0,0.00,0,2,2,"… DeepLabCut was used to label the whisker(s) and track their movement45. Four evenly spaced … The DLC neural network was trained for at least 200k iterations and the final labels were …","https://www.biorxiv.org/content/biorxiv/early/2022/07/05/2022.05.30.494073.full.pdf","https://scholar.google.com/scholar?q=related:jn1kqO4TRA8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
5,"E Alexander, LT Cai, S Fuchs, TC Hladnik, Y Zhang…","Optic flow in the natural habitats of zebrafish supports spatial biases in visual self-motion estimation",2022,"Current Biology","cell.com","https://www.cell.com/current-biology/pdf/S0960-9822(22)01617-7.pdf","https://scholar.google.com/scholar?cites=2343340356049322150&as_sdt=2005&sciodt=2007&hl=en",618,"2024-02-14 17:48:04","PDF","","","",,,,,5,2.50,1,6,2,"Animals benefit from knowing if and how they are moving. Across the animal kingdom, sensory information in the form of optic flow over the visual field is used to estimate self-motion. …","https://www.cell.com/current-biology/pdf/S0960-9822(22)01617-7.pdf","https://scholar.google.com/scholar?q=related:pkAoZqM3hSAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"R Mahmood","A Machine Learning Network to Automatically Track Prairie Voles in Cohabitation: Oxytocin Receptor KO Males Reveal No Behavioral Deficits Towards their Partners",2023,"","etd.library.emory.edu","https://etd.library.emory.edu/concern/etds/8336h328h","",619,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… Trained with the help of the open-source pose estimation tracking software DeepLabCut, our tracking network incorporated an in-house autoencoder and was built on a dataset of over …","","https://scholar.google.com/scholar?q=related:MVURXSSBokEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"SKT Kapanaiah, D Kätzel","Open-MAC: A low-cost open-source motorized commutator for electro-and opto-physiological recordings in freely moving rodents",2023,"HardwareX","Elsevier","https://www.sciencedirect.com/science/article/pii/S2468067223000366","",620,"2024-02-14 17:48:04","HTML","","","",,,,,0,0.00,0,2,1,"In vivo electro- and optophysiology experiments in rodents reveal the neural mechanisms underlying behavior and brain disorders but mostly involve a cable connection between an …","https://www.sciencedirect.com/science/article/pii/S2468067223000366","https://scholar.google.com/scholar?q=related:VfjkYvzbPbwJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"S Goltash","Mechanisms of Adaptive and Maladaptive Plasticity After Spinal Cord Injury",2024,"","ruor.uottawa.ca","https://ruor.uottawa.ca/handle/10393/45801","",621,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… and Emine Topcu for analyzing the videos of the stepping function using DeepLabCut. … The training of the network involved using the graphical interface provided by DLC to label …","https://ruor.uottawa.ca/bitstream/10393/45801/1/Goltash_Sara_2023_Thesis.pdf","https://scholar.google.com/scholar?q=related:6pFcyakR5koJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"YN Chen, JK Kostka, SH Bitzenhofer…","Olfactory bulb activity shapes the development of entorhinal-hippocampal coupling and associated cognitive abilities",2023,"Current Biology","cell.com","https://www.cell.com/current-biology/pdf/S0960-9822(23)01152-1.pdf","https://scholar.google.com/scholar?cites=6220961504758739474&as_sdt=2005&sciodt=2007&hl=en",622,"2024-02-14 17:48:04","PDF","","","",,,,,2,2.00,1,4,1,"… Behavior was videotracked and analyzed using DeepLabCut in Python environment. Object interaction was defined as the snout being within <1 cm distance from an object and the …","https://www.cell.com/current-biology/pdf/S0960-9822(23)01152-1.pdf","https://scholar.google.com/scholar?q=related:EjKGTIdLVVYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"L Willmore, AR Minerva, B Engelhard, M Murugan…","Overlapping representations of food and social stimuli in VTA dopamine neurons",2023,"bioRxiv","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10245666/","https://scholar.google.com/scholar?cites=12883998302839422118&as_sdt=2005&sciodt=2007&hl=en",623,"2024-02-14 17:48:04","HTML","","","",,,,,2,2.00,0,5,1,"… To quantify pupil dilation, running speed, and social contact, videos were analyzed via DeepLabcut version 2.1. For pupil dilation, 8 points (making 4 diameters) across the pupil were …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10245666/","https://scholar.google.com/scholar?q=related:prx6rzEozbIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Akritas","Investigating the influence of acoustic and behavioural context on neural representations of sound in the awake mouse auditory cortex",2022,"","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10148902/","",624,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"The context in which a sound is presented--- whether acoustic (eg: stimulus history and statistics) or behavioural (eg: subject’s arousal level)--- can modulate the sound's processing in …","https://discovery.ucl.ac.uk/id/eprint/10148902/2/Marios_Akritas_PhD_thesis_corrected_final.pdf","https://scholar.google.com/scholar?q=related:8p1iY2QXHdAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"TM Findley","Neural Mechanisms and Behavior in Unrestrained Mouse Olfactory Search",2020,"","search.proquest.com","https://search.proquest.com/openview/559b64adde5fae4c147e8637bbcaa749/1?pq-origsite=gscholar&cbl=44156","",625,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,4,"… RA, DW, and TF established and implemented Deeplabcut tracking, DW and YA designed and performed the AR-HMM analysis. TF, DW, BH, YA, and MS analyzed data and wrote the …","https://scholarsbank.uoregon.edu/xmlui/bitstream/handle/1794/25892/Findley_oregon_0171A_12854.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:eWn7IE7zYC0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"T Osakada, R Yan, Y Jiang, D Wei, R Tabuchi, B Dai…","A dedicated hypothalamic oxytocin circuit controls aversive social learning",2024,"Nature","nature.com","https://www.nature.com/articles/s41586-023-06958-w","https://scholar.google.com/scholar?cites=15330814433405186121&as_sdt=2005&sciodt=2007&hl=en",626,"2024-02-14 17:48:04","","10.1101/2022.12.14.519639.full","","",,,,,2,2.00,0,7,1,"… Custom DeepLabCut 54 -based models were constructed to track the body centre, head centre and nose points of the animal in top-view videos. Movement velocity was calculated as …","https://www.biorxiv.org/content/10.1101/2022.12.14.519639.full.pdf","https://scholar.google.com/scholar?q=related:STCMRID-wdQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"KL Easton, C Hatch, K Stephens, D Marler…","Replacement of tibialis cranialis tendon with polyester, silicone-coated artificial tendon preserves biomechanical function in rabbits compared to tendon …",2024,"Journal of Orthopaedic …","Springer","https://link.springer.com/article/10.1186/s13018-024-04581-7","",627,"2024-02-14 17:48:04","HTML","10.1186/s13018-024-04581-7","","",,,,,0,0.00,0,5,1,"Artificial tendons may be an effective alternative to autologous and allogenic tendon grafts for repairing critically sized tendon defects. The goal of this study was to quantify the in vivo …","https://link.springer.com/article/10.1186/s13018-024-04581-7","https://scholar.google.com/scholar?q=related:hxwgeL_iLUUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Tekriwal","Basal Ganglia Control of Paradoxical Parkinsonian Movements",2022,"","search.proquest.com","https://search.proquest.com/openview/7850b3166c3e40550c351577e1926889/1?pq-origsite=gscholar&cbl=18750&diss=y","",628,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"Motor symptoms associated with Parkinson’s disease (PD) are thought to result from a pathological increase in the tonic baseline firing rate of basal ganglia output neurons. However, …","","https://scholar.google.com/scholar?q=related:d7bstWx1hnIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"OJ Hon, M Flanigan, A Roland, C Caira, T Sides…","Corticotropin Releasing Factor in the Bed Nucleus of the Stria Terminalis modulates the behavioral consequences of unpredictable threat",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.04.10.535848.abstract","",629,"2024-02-14 17:48:04","","10.1101/2023.04.10.535848.abstract","","",,,,,0,0.00,0,6,1,"… Behavior videos were tracked using DeepLabCut software that uses deep neural networks to estimate mouse position 31. Behavior was then scored by analyzing DLC tracking output …","https://www.biorxiv.org/content/10.1101/2023.04.10.535848.full.pdf","https://scholar.google.com/scholar?q=related:K-CYUXilOwYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"H Liu","Video Processing for Agricultural Applications",2020,"","search.proquest.com","https://search.proquest.com/openview/a3683cc13ea211c0d98bd853e6063a43/1?pq-origsite=gscholar&cbl=18750&diss=y","",630,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,4,"… The DeepLabCut toolbox also provides simple access to fine-tune the networks, and it can … In later sections, our experiment shows that the DeepLabCut [65] method does not work …","https://hammer.purdue.edu/articles/thesis/Video_Processing_for_Agricultural_Applications/12158898/1/files/22360443.pdf","https://scholar.google.com/scholar?q=related:XQzfNT_4zlQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"T Minami, T Furuichi","Examining infantile facial features and their influence on caretaking behaviors in free-ranging Japanese macaques (Macaca fuscata)",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.10.12.562000.abstract","",631,"2024-02-14 17:48:04","","10.1101/2023.10.12.562000.abstract","","",,,,,0,0.00,0,2,1,"… The definitions were taken from the “primate_face” model of DeepLabCut Model Zoo (http://www.mackenziemathislab.org/dlc-modelzoo), and only some of the expressions were …","https://www.biorxiv.org/content/biorxiv/early/2023/10/12/2023.10.12.562000.full.pdf","https://scholar.google.com/scholar?q=related:WhiUkJgTpm4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
7,"L Willmore, AR Minerva, B Engelhard, M Murugan…","Overlapping representations of food and social stimuli in mouse VTA dopamine neurons",2023,"Neuron","cell.com","https://www.cell.com/neuron/pdf/S0896-6273(23)00584-6.pdf","https://scholar.google.com/scholar?cites=10456702690443997223&as_sdt=2005&sciodt=2007&hl=en",632,"2024-02-14 17:48:04","","","","",,,,,7,7.00,1,5,1,"… To quantify pupil dilation, running speed, and social contact, videos were analyzed via DeepLabcut version 2.1. For pupil dilation, 8 points (making 4 diameters) across the pupil were …","","https://scholar.google.com/scholar?q=related:JzDJ6bGrHZEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Zhukovskaya, CA Zimmerman, L Willmore…","Differences in an aversive teaching signal produce brainwide and behavioral substrates of susceptibility",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.11.06.565681.abstract","",633,"2024-02-14 17:48:04","","10.1101/2023.11.06.565681.abstract","","",,,,,0,0.00,0,4,1,"… Using publicly available custom code, each video frame was captured by Motif (Loopbio) software and sent as an input to our pre-trained DeepLabCut network for estimating the …","https://www.biorxiv.org/content/10.1101/2023.11.06.565681.full.pdf","https://scholar.google.com/scholar?q=related:P3A0b_GN-cUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
10,"M Villafranca-Faus, ME Vila-Martín, D Esteve…","Integrating pheromonal and spatial information in the amygdalo-hippocampal network",2021,"Nature …","nature.com","https://www.nature.com/articles/s41467-021-25442-5","https://scholar.google.com/scholar?cites=9712056470452101549&as_sdt=2005&sciodt=2007&hl=en",634,"2024-02-14 17:48:04","HTML","","","",,,,,10,3.33,3,4,3,"… a Left: the labels used to train our DLC network both for the … Exploratory behavior was quantified with DeepLabCut 48 . … Subsequent data generated by DeepLabCut was then processed …","https://www.nature.com/articles/s41467-021-25442-5","https://scholar.google.com/scholar?q=related:reHUN-cnyIYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
18,"JL Saunders, LA Ott, M Wehr","AUTOPILOT: Automating experiments with lots of Raspberry Pis",2019,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/807693.abstract","https://scholar.google.com/scholar?cites=4076640915953294490&as_sdt=2005&sciodt=2007&hl=en",635,"2024-02-14 17:48:04","","10.1101/807693.abstract","","",,,,,18,3.60,6,3,5,"… eg. our integration with DeepLabCut-Live[30] and our planned integration with OpenEphys). … Then we combined it with the DLC-Live transform for a fast but accurate motion estimate …","https://www.biorxiv.org/content/biorxiv/early/2022/06/01/807693.full.pdf","https://scholar.google.com/scholar?q=related:mhw4aFAjkzgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"OM Gauld, AM Packer, LE Russell, HWP Dalgleish…","A latent pool of neurons silenced by sensory-evoked inhibition can be recruited to enhance perception",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2024.02.12.579847.abstract","",636,"2024-02-14 17:48:04","","10.1101/2024.02.12.579847.abstract","","",,,,,0,0.00,0,5,1,"Which patterns of neural activity in sensory cortex are relevant for perceptual decision-making? To address this question, we used simultaneous two-photon calcium imaging and …","https://www.biorxiv.org/content/10.1101/2024.02.12.579847.full.pdf","https://scholar.google.com/scholar?q=related:FTNMsFSYArUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
3,"EH Pollmann, H Yin, I Uguz, A Dubey, KE Wingel…","Subdural CMOS optical probe (SCOPe) for bidirectional neural interfacing",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.02.07.527500.abstract","https://scholar.google.com/scholar?cites=362148368212914283&as_sdt=2005&sciodt=2007&hl=en",637,"2024-02-14 17:48:04","","10.1101/2023.02.07.527500.abstract","","",,,,,3,3.00,1,6,1,"… We then used an open-source deep learning toolbox (DeepLabCut(68)) to track the reach movements during task performance. The wrist, fingertip and landmarks on the primate chair …","https://www.biorxiv.org/content/biorxiv/early/2023/02/08/2023.02.07.527500.full.pdf","https://scholar.google.com/scholar?q=related:a3BRqwWcBgUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
31,"NL Goodwin, SRO Nilsson, JJ Choong…","Toward the explainability, transparency, and universality of machine learning for behavioral classification in neuroscience",2022,"Current opinion in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959438822000381","https://scholar.google.com/scholar?cites=6386608351174390223&as_sdt=2005&sciodt=2007&hl=en",638,"2024-02-14 17:48:04","","","","",,,,,31,15.50,8,4,2,"The use of rigorous ethological observation via machine learning techniques to understand brain function (computational neuroethology) is a rapidly growing approach that is poised to …","https://www.sciencedirect.com/science/article/am/pii/S0959438822000381","https://scholar.google.com/scholar?q=related:z_FKK3XKoVgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"A Joshi, E Denovellis, A Mankili, Y Meneksedag…","Dynamic Synchronization between Hippocampal Spatial Representations and the Stepping Rhythm",2022,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2022.02.23.481357.abstract","",639,"2024-02-14 17:48:04","","10.1101/2022.02.23.481357.abstract","","",,,,,0,0.00,0,5,2,"… A machine learning algorithm, DeepLabCut 48 , is trained to track the nose, forelimbs, hindlimbs, and base of the tail of the rat. Simultaneously monitored displacement of the nose, tail …","https://www.biorxiv.org/content/10.1101/2022.02.23.481357.full.pdf","https://scholar.google.com/scholar?q=related:a1OMd5gQ9g0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
78,"M Mahn, I Saraf-Sinik, P Patil, M Pulin, E Bitton…","Efficient optogenetic silencing of neurotransmitter release with a mosquito rhodopsin",2021,"Neuron","cell.com","https://www.cell.com/neuron/pdf/S0896-6273(21)00161-6.pdf","https://scholar.google.com/scholar?cites=8374831701332277005&as_sdt=2005&sciodt=2007&hl=en",640,"2024-02-14 17:48:04","PDF","","","",,,,,78,26.00,13,6,3,"Information is carried between brain regions through neurotransmitter release from axonal presynaptic terminals. Understanding the functional roles of defined neuronal projection …","https://www.cell.com/neuron/pdf/S0896-6273(21)00161-6.pdf","https://scholar.google.com/scholar?q=related:DTeXgw9hOXQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"PM Garderes, DA Ganea, S Le Gal, CV Rousseau…","Coexistence of state, choice, and sensory integration coding in barrel cortex LII/III",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.04.10.536289.abstract","",641,"2024-02-14 17:48:04","","10.1101/2023.04.10.536289.abstract","","",,,,,0,0.00,0,5,1,"During perceptually guided decisions, correlates of choice are found as upstream as in the primary sensory areas. However, how well these choice signals align with early sensory …","https://www.biorxiv.org/content/biorxiv/early/2023/04/11/2023.04.10.536289.full.pdf","https://scholar.google.com/scholar?q=related:CaZgZruWPNgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"DF Parks, AM Schneider, Y Xu, SJ Brunwasser…","A non-oscillatory, millisecond-scale embedding of brain state provides insight into behavior.",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.06.09.544399.abstract","https://scholar.google.com/scholar?cites=2083902056069698666&as_sdt=2005&sciodt=2007&hl=en",642,"2024-02-14 17:48:04","","10.1101/2023.06.09.544399.abstract","","",,,,,1,1.00,0,5,1,"… Blue movement trace is based on DeepLabCut. G, Box plots of normalized optical flow (see methods section “Flickers During Waking Behavior”) for active wake (active motion state), …","https://www.biorxiv.org/content/biorxiv/early/2023/06/09/2023.06.09.544399.full.pdf","https://scholar.google.com/scholar?q=related:apS9BuGB6xwJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"J Bustamante Jr, M Ahmed, T Deora, B Fabien…","Integrative Organismal Biology",2022,"","scienceopen.com","https://www.scienceopen.com/document_file/08ce84e0-1811-4435-ac1f-6b6307560984/PubMedCentral/08ce84e0-1811-4435-ac1f-6b6307560984.pdf","",643,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,5,2,"Research on insect flight control has focused primarily on the role of wings. Yet abdominal deflections during flight can potentially influence the dynamics of flight. This paper assesses …","https://www.scienceopen.com/document_file/08ce84e0-1811-4435-ac1f-6b6307560984/PubMedCentral/08ce84e0-1811-4435-ac1f-6b6307560984.pdf","https://scholar.google.com/scholar?q=related:cJJBEPKdOdYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"LJ Baruchin, M Alleman, S Schröder","Reward modulates visual responses in the superficial superior colliculus of mice",2023,"Journal of Neuroscience","Soc Neuroscience","https://www.jneurosci.org/content/43/50/8663.abstract","",644,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,3,1,"… For time points when the lids covered top or bottom pupil edges (ie, certainty of top/bottom markers returned by DLC was low or the markers were very close to markers for top/bottom …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7615379/","https://scholar.google.com/scholar?q=related:_jPQ0lWETE8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Asokan","Sensation to Perception: Transformations in the Representation and Plasticity of Sound Features across Sensory and Limbic Hierarchies",2022,"","search.proquest.com","https://search.proquest.com/openview/ce7e28222ba469833a7106f0e1bb8deb/1?pq-origsite=gscholar&cbl=18750&diss=y","",645,"2024-02-14 17:48:04","HTML","","","",,,,,0,0.00,0,1,2,"Our perception of sounds is so much more than a mere summation of acoustic waves entering our ear. It is well established that the auditory nerve and brainstem faithfully track rapidly …","https://search.proquest.com/openview/ce7e28222ba469833a7106f0e1bb8deb/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:OdwJhTf7gA0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"D Aharoni","Miniscope-LFOV: A large field of view, single cell resolution, miniature microscope for wired and wire-free imaging of neural dynamics in freely behaving …",,"scholar.archive.org","","https://scholar.archive.org/work/2hwzz3v7ova3pgg2ooqj4jgsmq/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/11/22/2021.11.21.469394.full.pdf","",646,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,,"We present a large field of view (FOV) open-source miniature microscope (MiniLFOV) designed to extend the capabilities of the UCLA Miniscope platform to large-scale, single cell …","https://scholar.archive.org/work/2hwzz3v7ova3pgg2ooqj4jgsmq/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/11/22/2021.11.21.469394.full.pdf","https://scholar.google.com/scholar?q=related:8lm2aEILFcUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
13,"D Wei, T Osakada, Z Guo, T Yamaguchi…","A hypothalamic pathway that suppresses aggression toward superior opponents",2023,"Nature …","nature.com","https://www.nature.com/articles/s41593-023-01297-5","https://scholar.google.com/scholar?cites=2630054169508611051&as_sdt=2005&sciodt=2007&hl=en",647,"2024-02-14 17:48:04","","","","",,,,,13,13.00,3,5,1,"… For analysis, we tracked the body center of the animal using a custom-built DLC model and calculated the percentage of time the body center was located in the stimulation …","","https://scholar.google.com/scholar?q=related:64OYIVXUfyQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
